,audio,transcription,similarity
1186,common_voice_en_21283098.mp3,Adult female menacing flat voice with good pronunciation.,0
1187,common_voice_en_20038777.mp3,Young male with soft voice speaking slowly.,1
1188,common_voice_en_20038777.mp3,Young adult male with British accent and informative tone speaks clearly.,0
1189,common_voice_en_21949748.mp3,Adult female with smooth warbling voice.,1
1190,common_voice_en_21949748.mp3,An adult male with a low voice speaking in a loud and clear manner but is too close to the mic.,0
1191,common_voice_en_19950508.mp3,Adult female with American accent and neutral voice speaks quietly and informatively.,1
1192,common_voice_en_19950508.mp3,Adult male low pitched voice with clear pronunciation and emotionless speech.,0
1193,common_voice_en_20781253.mp3,Mature male with German accent and deep voice speaking slowly.,1
1194,common_voice_en_20781253.mp3,Adult male with lively voice speaks quietly.,0
1195,p258_018_mic1.flac,Young adult male with British accent and informative tone speaks clearly.,1
1196,p258_018_mic1.flac,Adult male convincing flat voice with bad pronunciation.,0
1197,common_voice_en_19679869.mp3,Adult male with Scottish accent and lively voice.,1
1198,common_voice_en_19679869.mp3,Adult male voice and monotone speech with unclear pronunciation and mouse click in the background.,0
1199,common_voice_en_18485775.mp3,Mature male with sympathetic voice speaking quietly.,1
1200,common_voice_en_18485775.mp3,Adult woman low pitched emotionless monotone voice with clear pronunciation and tried speech.,0
1201,p246_078_mic1.flac,Adult man speaking clearly with a flat voice,1
1202,p246_078_mic1.flac,An adult woman speaking in a low voice but very calmly and clearly.,0
1203,p272_295_mic1.flac,Young man speaking calmly and clearly with an accent,1
1204,p272_295_mic1.flac,Elderly male deep calming voice with African accent and clear pronunciation.,0
1205,common_voice_en_26969750.mp3,Adult man speaking slowly and calmly with a happy voice,1
1206,common_voice_en_26969750.mp3,"Adult male with smooth and monotone voice, clear pronunciation and normal pace.",0
1207,common_voice_en_15734416.mp3,An adult man talking with a Slavic accent and wavy tone with pauses in his speech,1
1208,common_voice_en_15734416.mp3,"Mature male with deep and smooth voice, clear pronunciation and slow pace.",0
1209,common_voice_en_678824.mp3,Adult man speaking loudly with confidence but audio cutting quieter mid-sentence,1
1210,common_voice_en_678824.mp3,"Older male with American accent speaking in a convincing, serious, lower-pitched tone of voice.",0
1211,p304_293_mic1.flac,Adult man speaking with a slight lisp and a wavy tone,1
1212,p304_293_mic1.flac,"A young male with a calm, flat, and low-pitched voice speaks convincingly.",0
1213,common_voice_en_23928930.mp3,Young man talking with a deep monotone voice ,1
1214,common_voice_en_23928930.mp3,Adult male with low pitched and calm voice and dull speech,0
1215,common_voice_en_26215523.mp3,Adult woman with an accent speaking calmly and clearly ,1
1216,common_voice_en_26215523.mp3,Adult male with stating voice and hiss in the background.,0
1217,common_voice_en_22095650.mp3,Adult man with a deep voice speaking,1
1218,common_voice_en_22095650.mp3,"An adult man with a nasal voice speaking expressively, almost like a nerd.",0
1219,common_voice_en_18404362.mp3,Young woman speaking with a slightly nasal voice ,1
1220,common_voice_en_18404362.mp3,An adult man speaks with a non-native English accent clearly and lively.,0
1221,common_voice_en_20883145.mp3,Adult man speaking clearly and with a low pitched and emotionless voice,1
1222,common_voice_en_20883145.mp3,"Adult female with American accent speaking in a clear, explanatory tone of voice.",0
1223,common_voice_en_17253926.mp3,Adult woman speaking slowly with a high pitched voice,1
1224,common_voice_en_17253926.mp3,Adult man with an American accent and a low voice speaks with an unclear pronunciation.,0
1225,common_voice_en_27350975.mp3,Adult woman with an accent speaking and putting separate emphasis on each word ,1
1226,common_voice_en_27350975.mp3,Adult male speaks shortly and concretely.,0
1227,common_voice_en_586985.mp3,Young man speaking with a nasal and high pitched voice and a confident tone,1
1228,common_voice_en_586985.mp3,"Elderly male with a deep voice and unclear pronunciation, makes pauses.",0
1229,common_voice_en_599402.mp3,Adult man speaking with a flat nasal voice and a slight lisp with bad audio quality,1
1230,common_voice_en_599402.mp3,Adult male with a monotone low pitched voice and clear pronunciation.,0
1231,common_voice_en_18662849.mp3,Adult man speaking clearly and calmly with a nasal voice,1
1232,common_voice_en_18662849.mp3,Adult female with a deep voice speaks emotionlessly.,0
1233,common_voice_en_19087862.mp3,Adult man with an accent speaking with an emotionless voice and a flowing tempo,1
1234,common_voice_en_19087862.mp3,Adult male with unclear pronunciation and nasal weak voice,0
1235,common_voice_en_696997.mp3,Mature woman with a Southern accent speaking with a confident tone,1
1236,common_voice_en_696997.mp3,Adult male speaking with a low-pitched clear and sharp voice in a confident tone. ,0
1237,common_voice_en_22981571.mp3,Mature woman speaking calmly and quietly,1
1238,common_voice_en_22981571.mp3,A very quiet recording of an elderly male with a very raspy voice who sounds like he's sick speaking theatrically.,0
1239,common_voice_en_22071450.mp3,Adult man speaking with a convincing and assertive tone,1
1240,common_voice_en_22071450.mp3,Adult male with deep and low voice speaks in a emotionless way and quickly.,0
1241,common_voice_en_25024684.mp3,Young male speaking calmly with casual voice,1
1242,common_voice_en_25024684.mp3,Adult female calm and monotone voice.,0
1243,common_voice_en_19690114.mp3,Adult male with accent speaks with low pitched voice and some white noise background,1
1244,common_voice_en_19690114.mp3,Adult man speaking clearly and with a low pitched and emotionless voice,0
1245,common_voice_en_17323878.mp3,Adult male with deep low-pitched voice speaking confidently,1
1246,common_voice_en_17323878.mp3,Adult male with an Indian accent who lacks pauses in his speech.,0
1247,common_voice_en_524164.mp3,Adult male with possibly Indian accent speaks with very unclear pronunciation and mouse click in the end,1
1248,common_voice_en_524164.mp3,"An adult male with an Australian accent, deep emotionless voice and clear pronunciation.",0
1249,common_voice_en_19656995.mp3,Adult male with Indian accent speaks with pauses and mouse click in the end,1
1250,common_voice_en_19656995.mp3,"Young male with a high voice, speaks in a fast robotic manner.",0
1251,common_voice_en_75484.mp3,Adult male with Indian accent speaking monotonely,1
1252,common_voice_en_75484.mp3,Adult woman with low and muffled voice speaks quickly one word.,0
1253,common_voice_en_23984863.mp3,Mature man with unclear pronunciation and deep voice speaking slowly and stumbling,1
1254,common_voice_en_23984863.mp3,The woman in the clip speaks fast with a medium tone. She has a British accent.,0
1255,common_voice_en_23945173.mp3,Young adult female with accent with low pitched voice,1
1256,common_voice_en_23945173.mp3,Adult male with squeaky high pitched voice speaking monotonously,0
1257,common_voice_en_18762211.mp3,Adult male with low pitched voice speaks with pauses,1
1258,common_voice_en_18762211.mp3,An adult man speaks with a flat calm tone in a neutral European accent. ,0
1259,common_voice_en_19717164.mp3,Adult male with Indian accent speaking in monotone voice with slow pace,1
1260,common_voice_en_19717164.mp3,Adult male with high pitched and serious voice speaking convincingly.,0
1261,common_voice_en_19540822.mp3,Adult male with Indian accent speaks with low pitched voice and unclear pronunciation ,1
1262,common_voice_en_19540822.mp3,The man in the audio speaks slowly and clearly with a neutral English accent. There are a few pauses in the speech.,0
1263,common_voice_en_21916766.mp3,Adult male with deep voice speaks slow and convincing,1
1264,common_voice_en_21916766.mp3,Deep guttural adult male voice with British accent and clear pronunciation with hasty energetic and rhythmic speech.,0
1265,common_voice_en_64345.mp3,An adult female speaks with menacing voice,1
1266,common_voice_en_64345.mp3,Adult female with unclear pronunciation and mumbling speech stumbles while speaking.,0
1267,common_voice_en_17276794.mp3,Adult make speaks with unclear pronunciation quietly,1
1268,common_voice_en_17276794.mp3,"adult male with orotund voice, clicking of the start and end of the recording in the background",0
1269,common_voice_en_25316542.mp3,Adult female speaking with convincing intonation making relevant pauses between words,1
1270,common_voice_en_25316542.mp3,Adult male with piercing voice and dull speech,0
1271,common_voice_en_19019510.mp3,Young adult male with French accent speaks emotionless with sounds of breathing,1
1272,common_voice_en_19019510.mp3,Adult male with Spanish accent and lively voice speaking convincingly.,0
1273,p351_051_mic1.flac,Young female with American accent speaks with upset voice,1
1274,p351_051_mic1.flac,Mature male voice speaks with charm and seems knowledgeable ,0
1275,p301_020_mic1.flac,Adult female with clear pronunciation speaks emotionless,1
1276,p301_020_mic1.flac,Adult male calm deep pitched voice.,0
1277,common_voice_en_594214.mp3,Young male with British accent speaks with informative voice and talking background noise which is quite loud,1
1278,common_voice_en_594214.mp3,Adult male speaking in flat voice without making proper pauses.,0
1279,common_voice_en_20196824.mp3,A young female with Australian accent with piercing voice,1
1280,common_voice_en_20196824.mp3,Adult male low pitched voice with convincing speech.,0
1281,common_voice_en_24607066.mp3,Mature male speaking calmly with deep voice at a slow tempo and unclear pronunciation.,1
1282,common_voice_en_24607066.mp3,adult male with  monotone voice,0
1283,common_voice_en_23697869.mp3,Young male voice speaking in a formal tone with some pauses.,1
1284,common_voice_en_23697869.mp3,Man speaks unclearly due to technical quality of the sound,0
1285,p250_281_mic1.flac,A young female speaking fast with a clear voice.,1
